artigoEmPeriodico	Alberto Rodriguez Ardila	2011	0004-637X	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1088/0004-637x/738/1/109&md5=1ca56ded802870d57bcd3d69b20cbd91	THE COMPTON-THICK SEYFERT 2 NUCLEUS OF NGC 3281: TORUS CONSTRAINTS FROM THE 9.7 ?m SILICATE ABSORPTION	The Astrophysical Journal	Sales, Dinalva A. ; PASTORIZA, M. G. ; RIFFEL, R. ; WINGE, C. ; Rodríguez-Ardila, A. ; Carciofi, A. C.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2011	0004-637X	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1088/0004-637x/743/2/100&md5=3c2f6cd8a58b40bc463046f25aa456d2	THE NEAR-INFRARED CORONAL LINE SPECTRUM OF 54 NEARBY ACTIVE GALACTIC NUCLEI	The Astrophysical Journal	Rodríguez-Ardila, A.; Prieto, M. A. ; PORTILLA, J. G. ; TEJEIRO, J. M.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2010	0035-8711	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1111/j.1365-2966.2010.17042.x&md5=e156e496b3d096602d4a2a88d5e6723c	Nuclear and extended spectra of NGC 1068 - I. Hints from near-infrared spectroscopy	Monthly Notices of the Royal Astronomical Society (Print)	Martins, Lucimara P. ; Rodríguez-Ardila, Alberto ; De Souza, Ronaldo ; Gruenwald, Ruth	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2010	0035-8711	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1111/j.1365-2966.2010.16817.x&md5=8e5cbc79d83ee71c3a6fdc5052388db5	Nuclear and extended spectra of NGC 1068 - II. Near-infrared stellar population synthesis	Monthly Notices of the Royal Astronomical Society (Print)	Martins, Lucimara P. ; Riffel, Rogério ; Rodríguez-Ardila, Alberto ; Gruenwald, Ruth ; De Souza, Ronaldo	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2010	0035-8711	http://dx.doi.org/10.1111/j.1365-2966.2009.16002.x	ESO-089?G018 and ESO-089?G019: long-slit spectroscopy of emission-line galaxies	Monthly Notices of the Royal Astronomical Society (Print)	DA ROCHA-POPPE, P. C. ; FAÚNDEZ-ABANS, M. ; FERNANDES-MARTIN, V. A. ; FERNANDES, I. F. ; DE OLIVEIRA-ABANS, M. ; RODRÍGUES-ARDILA, A.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2010	0035-8711	http://dx.doi.org/10.1111/j.1365-2966.2010.16533.x	Demystifying the coronal-line region of active galactic nuclei: spatially resolved spectroscopy with the Hubble Space Telescope</i>	MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY	Mazzalay, Ximena ; Rodríguez-Ardila, Alberto ; Komossa, S.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2009	0035-8711	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1111/j.1365-2966.2008.14319.x&md5=e2796dbfec2b1f9297df2182a11dccbf	GEMINI near-infrared spectroscopic observations of young massive stars embedded in molecular clouds	Monthly Notices of the Royal Astronomical Society	Roman-Lopes, A. ; ABRAHAM, Z. ; Ortiz, R. ; Rodríguez-Ardila, A.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2009	0004-637X	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1088/0004-637x/701/2/1710&md5=0d72343950a56cd7500488a33af46906	THE 3¿5 ?m SPECTRUM OF NGC 1068 AT HIGH ANGULAR RESOLUTION: DISTRIBUTION OF EMISSION AND ABSORPTION FEATURES ACROSS THE NUCLEAR CONTINUUM SOURCE	The Astrophysical Journal	Geballe, T. R. ; Mason, R. E. ; Rodríguez-Ardila, A. ; Axon, D. J.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2009	0035-8711	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1111/j.1365-2966.2009.15448.x&md5=419d577b738a031047ab6284f0bd18d3	Probing the near-infrared stellar population of Seyfert galaxies	Monthly Notices of the Royal Astronomical Society (Print)	RIFFEL, R. ; PASTORIZA, M. G. ; Rodriguez-Ardila, A. ; Bonatto, C.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2008	0035-8711	http://dx.doi.org/10.1111/j.1365-2966.2008.13440.x	The stellar populations of starburst galaxies through near-infrared spectroscopy	Monthly Notices of the Royal Astronomical Society	RIFFEL, R. ; PASTORIZA, M. G. ; Rodríguez-Ardila, A. ; MARASTON, C.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2007	0004-6361	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1051/0004-6361:20054194&md5=1a0179608858d6ab339a48a458e817d7	Optical and NIR spectroscopy of Mrk 1210: constraints and physical conditions of the active nucleus	Astronomy & Astrophysics (Berlin)	MAZZALAY, X. ; Rodríguez-Ardila, A.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2007	0004-637X	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1086/517999&md5=be06f545f409b94f0f89a2c156cac0a8	The First Detection of Near-Infrared CN Bands in Active Galactic Nuclei: Signature of Star Formation	The Astrophysical Journal	RIFFEL, R. ; PASTORIZA, M. G. ; Rodríguez-Ardila, A. ; MARASTON, C.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2006	0035-8711		The near-infrared spectrum of Mrk 1239: direct evidence of the dusty torus?	Monthly Notices of the Royal Astronomical Society	Rodríguez-Ardila, A.; MAZZALAY, X.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2006	0004-6361	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1051/0004-6361:20065291&md5=444fe65afc26050d952fd5a82fdf130a	A 0.8-2.4 ?m spectral atlas of active galactic nuclei	Astronomy & Astrophysics (Berlin)	RIFFEL, R. ; Rodríguez-Ardila, A. ; PASTORIZA, M. G.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2006	0004-637X	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1086/508864&md5=070eafa0938fec8cb9b5836774e33a0e	Outflows of Very Ionized Gas in the Centers of Seyfert Galaxies: Kinematics and Physical Conditions	The Astrophysical Journal	Rodríguez-Ardila, A.; PRIETO, A. ; VIEGAS, S. ; GRUENWALD, R.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2005	0035-8711	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1111/j.1365-2966.2005.08628.x&md5=b24cb973788509f29f568f19103100da	The continuum and narrow-line region of the narrow-line Seyfert 1 galaxy Mrk 766	Monthly Notices of the Royal Astronomical Society	Rodríguez-Ardila, A.; CONTINI, M. ; VIEGAS, S.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2005	0035-8711	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1111/j.1365-2966.2005.09638.x&md5=5aa30eab359ae4ea90e384ffbdaa9851	Molecular hydrogen and [FeII] in active galactic nuclei - II. Results for Seyfert 2 galaxies	Monthly Notices of the Royal Astronomical Society	Rodríguez-Ardila, A.; RIFFEL, R. ; PASTORIZA, M. G.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2004	0004-6361	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1051/0004-6361:20034285&md5=f7be4e2f8c834ac305645d6f3af7290d	Molecular hydrogen and [Fe II] in Active Galactic Nuclei	Astronomy & Astrophysics (Berlin)	Rodríguez-Ardila, A.; PASTORIZA, M. G. ; VIEGAS, S. ; Sigut, T. A. A. ; Pradhan, A. K.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2003	0035-8711	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1046/j.1365-8711.2003.06538.x&md5=10b5ee5f82f45f61661e7a84ba4d1cae	Hidden Starburst in Seyfert 1 Galaxies	MONTHLY NOTICES OF THE ROYAL ASTRONOMICAL SOCIETY	Rodríguez-Ardila, A.; VIEGAS, S.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2003	0004-6361	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1051/0004-6361:20030893&md5=67ee15819ded50db05c7ff39c732ecd9	The narrow line region of Ark 564	Astronomy & Astrophysics (Berlin)	CONTINI, M. ; Rodríguez-Ardila, A. ; VIEGAS, S.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2002	0004-637X	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1086/324598&md5=366e22a1f51151f59c43903c31c2a324	Infrared Fe II Emission in Narrow-Line Seyfert 1 Galaxies	The Astrophysical Journal	Rodríguez-Ardila, A.; VIEGAS, S. ; PASTORIZA, M. G. ; PRATO, L.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2002	0004-6361	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1051/0004-6361:20020066&md5=00b76abf4f80592428a4d99b448ba9aa	Multicolor photometry of ten Seyfert 1 galaxies	Astronomy & Astrophysics (Berlin)	BORIS, N. ; DONZELLI, C. J. ; PASTORIZA, M. G. ; Rodríguez-Ardila, A. ; FERREIRO, D.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2002	0004-637X	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1086/340192&md5=0b093af8df223febcbedcfd191772d97	The O I Line Emission in Active Galactic Nuclei Revisited	The Astrophysical Journal	Rodríguez-Ardila, A.; VIEGAS, S. ; PASTORIZA, M. G. ; PRATO, L. ; DONZELLI, C. J.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2002	0004-637X	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1086/342840&md5=69416499492ff594d13326d1d112c71d	Near-Infrared Coronal Lines in Narrow-Line Seyfert 1 Galaxies	The Astrophysical Journal	Rodríguez-Ardila, A.; VIEGAS, S. ; PASTORIZA, M. G. ; PRATO, L.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2001	0101-3440		O Espectro de FeII na Região de 1 mu nos Núcleos Ativos de Galáxia	Boletim. Sociedade Astronômica Brasileira	Rodríguez-Ardila, A	Qualis nao identificado	BOLETIM. SOCIEDADE ASTRONÔMICA BRASILEIRA
artigoEmPeriodico	Alberto Rodriguez Ardila	2000	0067-0049	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1086/313293&md5=619b07d5417e7317ee67eb79e32690c3	Visible and near-infrared spectroscopy of Seyfert 1 and narrow-line Seyfert 1 galaxies	The Astrophysical Journal. Supplement Series	Rodríguez-Ardila, A.; PASTORIZA, M. G. ; DONZELLI, C. J.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	2000	0004-637X		The Narrow-Line Region of Narrow-Line Seyfert 1 Galaxies	The Astrophysical Journal	Rodríguez-Ardila, A.; BINETTE, L. ; PASTORIZA, M. G. ; DONZELLI, C. J.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	1998	0004-637X	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1086/305178&md5=07a0d9f8ef480cab0565728ccaec9a04	Spectroscopy of the nuclear emission line regions of the two newly detected Seyfert 1 galaxies F10.01 and A08.12	The Astrophysical Journal	Rodríguez-Ardila, A.; PASTORIZA, M. G. ; MAZA, J.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	1997	0067-0049	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1086/313046&md5=093274e799aceaf4da168212ed17d527	Steeps toward determination of the size and structure of the broad-line region in active galactic nuclei. X. Variability of Fairall 9 from optical data	The Astrophysical Journal. Supplement Series	SANTOS-LLÉO, M. et al. (63 autores em total) ; Rodríguez-Ardila, A.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	1996	0004-637X	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1086/177266&md5=2d7c195eb46bb39737dff11da4a4065f	The nucleus of C16.16: another case of double-peaked AGN.	The Astrophysical Journal	Rodríguez-Ardila, A.; PASTORIZA, M. G. ; BICA, E. ; MAZA, J.	A1	
artigoEmPeriodico	Alberto Rodriguez Ardila	1996	0004-637X	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1086/178043&md5=67e9910a78a2614bdb7fd58a4fd35609	Circumnuclear star formation in active galaxies	The Astrophysical Journal	STORCHI-BERGMANN, T. ; Rodríguez-Ardila, A. ; SCHMITT, H. R. ; WILSON, A. ; BALDWIN, J.	A1	
trabalhoCompletoEmCongresso	Alberto Rodriguez Ardila	2016		Mapping the central regions of active galactic nuclei using high-ionization lines	XV Latin American Regional IAU Meeting	RODRÍGUEZ-ARDILA, A; Prieto, Almudena ; MAZZALAY, X ; MASON, R.		
trabalhoCompletoEmCongresso	Alberto Rodriguez Ardila	2008		Detection of Hidden Starburst in Active Galactic Nuclei by Means of Near-Infrared Spectroscopy	The Starburst-AGN Connection	Rodríguez-Ardila, Alberto; RIFFEL, R. ; PASTORIZA, M. G. ; MARASTON, C. ; CARVALHO, E. A.		
trabalhoCompletoEmCongresso	Alberto Rodriguez Ardila	2008		Star Formation Analysis in Active Galactic Nuclei, Starburst, Ultraluminous Infrared, and Quasar Objects	The Starburst-AGN Connection	HIGUERA-GARZON, M. A. ; Rodríguez-Ardila, Alberto ; TEJEIRO, J. M.		
trabalhoCompletoEmCongresso	Alberto Rodriguez Ardila	2007		A Near-infrared view of the Narrow Line Region of AGN	The Nuclear Region	Rodríguez-Ardila, A.; RIFFEL, R. ; CARVALHO, E. A.		
trabalhoCompletoEmCongresso	Alberto Rodriguez Ardila	2007		Near Infrared (0.8-2.3mum) Coronal Lines in Active Galactic Nuclei	The Nuclear Region	PORTILLA, J. G. ; Rodríguez-Ardila, A. ; TEJEIRO, J. M.		
trabalhoCompletoEmCongresso	Alberto Rodriguez Ardila	2007		PAH Emission in AGN and Starbursts, and their relation with the mid-infrared continuum emission	The Nuclear Region	HIGUERA-GARZON, M. A. ; Rodríguez-Ardila, A. ; TEJEIRO, J. M.		
trabalhoCompletoEmCongresso	Alberto Rodriguez Ardila	2007		A Near-infrared view of the Narrow Line Region of AGN	The Nuclear Region	Rodriguez-Ardila, A.; RIFFEL, R. ; CARVALHO, E. A.		
trabalhoCompletoEmCongresso	Alberto Rodriguez Ardila	2006		Performance of the Gemini near-infrared spectrograph	Ground-based and Airborne Instrumentation for Astronomy.	Elias, J. H. ; RODGERS, B. ; JOYCE, R. R. ; LAZO, M. ; DOPPMANN, G. ; WINGE, C. ; Rodríguez-Ardila, A.		
trabalhoCompletoEmCongresso	Alberto Rodriguez Ardila	2004		Infrared spectroscopy of the Seyfert 2 galaxy Mrk 1210	222th Symposium of the IAU - The interplay among black holes	MAZZALAY, X. ; Rodríguez-Ardila, A.		
trabalhoCompletoEmCongresso	Alberto Rodriguez Ardila	2004		Kinematics and excitation mechanisms of molecular hydrogen and [FeII] lines in active galactic nuclei	IAU symposium 222	PASTORIZA, M. G. ; Rodríguez-Ardila, A. ; VIEGAS, S. ; Sigut, T. A. A. ; Pradhan, A. K.		
trabalhoCompletoEmCongresso	Alberto Rodriguez Ardila	2004		Extended coronal emission lines in active galactic nuclei	IAU symposium 222	Rodríguez-Ardila, A.; PRIETO, A. ; VIEGAS, S.		
trabalhoCompletoEmCongresso	Alberto Rodriguez Ardila	2004	http://dx.doi.org/10.1017/S1743921304002273	Extended coronal emission lines in active galactic nuclei	IAU Symposium 222. The interplay among Black Holes	Rodríguez-Ardila, Alberto; Prieto, Almudena ; Viegas, Sueli M.		
trabalhoCompletoEmCongresso	Alberto Rodriguez Ardila	2002		The Infrared H2 Emission Lines in Seyfert and Starburst Galaxies	Star Formation Through Time	PASTORIZA, M. G. ; Rodríguez-Ardila, A. ; VIEGAS, S. ; PRATO, L.		
trabalhoCompletoEmCongresso	Alberto Rodriguez Ardila	1999		Narrow-Line Seyfert 1 Galaxies: The [OIII]5007/Hbeta; Ratio and Photoionization Models for the NLR	Astrophysical plasmas: codes	Rodríguez-Ardila, A.; BINETTE, L. ; PASTORIZA, M. G. ; DONZELLI, C. J.		
trabalhoCompletoEmCongresso	Alberto Rodriguez Ardila	1998		Matter-bounded clouds and high excitation narrow lines of AGNs	Structure and kinematics of Quasar broad line regions	BINETTE, L. ; Rodríguez-Ardila, A.		
trabalhoCompletoEmCongresso	Alberto Rodriguez Ardila	1997		Visible and near-infrared spectroscopy of Seyfert 1 galaxies	XXIII Reuniâo da Sociedade Astronômica Brasileira	Rodríguez-Ardila, A.; PASTORIZA, M. G.		
trabalhoCompletoEmCongresso	Alberto Rodriguez Ardila	1994		Numerical simulations of star cluster encounters: comparison with LMC pairs	Third CTIO/ESO Workshop on the local group: comparative and global properties	OLIVEIRA FILHO, I. R. ; Rodríguez-Ardila, A. ; SCHMITT, H. ; DOTTORI, H. ; BICA, E.		
resumoExpandidoEmCongresso	Alberto Rodriguez Ardila	2009	Fe II Emission in the NLS1 galaxy I Zw 1: Results from NIR Spectroscopy	IAU Symposium, 2009, Rio de Janeiro. Co-Evolution of Central Black Holes and Galaxies. Cambridge: Cambridge University Press	Rodríguez-Ardila, Alberto; Garcia Rissmann, Aurea		
artigoEmPeriodico	Alexis Roa Aguirre	2022	1434-6052	http://dx.doi.org/10.1140/epjc/s10052-022-10952-3	Spin-1/2 -bosons- with mass dimension 3/2 and fermions with mass dimension 1 cannot represent physical particle states	EUROPEAN PHYSICAL JOURNAL C. PARTICLES AND FIELDS	Aguirre, A. R.; CHAICHIAN, M. M. ; E SILVA, B. A. COUTO ; SÁNCHEZ-VEGA, B. L.	A2	
artigoEmPeriodico	Alexis Roa Aguirre	2021	1286-4854	http://dx.doi.org/10.1209/0295-5075/134/11001	Spin-half bosonic classification	EPL (EUROPHYSICS LETTERS)	BUENO ROGERIO, R. J. ; Aguirre, A. R.	A3	
artigoEmPeriodico	Alexis Roa Aguirre	2021	1434-6052	http://dx.doi.org/10.1140/epjc/s10052-021-09250-1	The Lorentz-violating real scalar field at thermal equilibrium	EUROPEAN PHYSICAL JOURNAL C. PARTICLES AND FIELDS	Aguirre, A. R.; FLORES-HIDALGO, G. ; RANA, R. G. ; SOUZA, E. S.	A2	
artigoEmPeriodico	Alexis Roa Aguirre	2021	1793-6632	http://dx.doi.org/10.1142/s0217732321501297	Spinorial structures, discrete symmetries and some consequences	MODERN PHYSICS LETTERS A	VILLALOBOS, C. H. CORONADO ; ROGERIO, R. J. BUENO ; Aguirre, A. R.	B1	
artigoEmPeriodico	Alexis Roa Aguirre	2020	0217-7323	http://dx.doi.org/10.1142/S0217732320501023	A note on one-loop soliton quantum mass corrections	MODERN PHYSICS LETTERS A	Aguirre, A. R.; FLORES-HIDALGO, G.	B1	
artigoEmPeriodico	Alexis Roa Aguirre	2020	1434-6052	http://dx.doi.org/10.1140/epjc/s10052-020-7801-5	On the generalized spinor classification: beyond the Lounesto?s classification	EUROPEAN PHYSICAL JOURNAL C. PARTICLES AND FIELDS	VILLALOBOS, C. H. CORONADO ; ROGERIO, R. J. BUENO ; Aguirre, A. R. ; BEGHETTO, D.	A2	
artigoEmPeriodico	Alexis Roa Aguirre	2020	1434-6044	http://dx.doi.org/10.1140/epjc/s10052-020-08724-y	Extended multi-scalar field theories in (1+1) dimensions	EUROPEAN PHYSICAL JOURNAL C	AGUIRRE, A. R.; SOUZA, E. S.	A2	
artigoEmPeriodico	Alexis Roa Aguirre	2020	1434-6052	http://dx.doi.org/10.1140/epjc/s10052-020-7957-z	Flag-dipole spinors: On the dual structure derivation and $${mathcal {C}}$$, $${mathcal {P}}$$ and $${mathcal {T}}$$ symmetries	EUROPEAN PHYSICAL JOURNAL C. PARTICLES AND FIELDS	ROGERIO, R. J. BUENO ; Aguirre, A. R. ; VILLALOBOS, C. H. CORONADO	A2	
artigoEmPeriodico	Alexis Roa Aguirre	2019	1434-6044	http://dx.doi.org/10.1140/epjc/s10052-019-7518-5	A hint towards mass dimension one Flag-dipole spinors	EUROPEAN PHYSICAL JOURNAL C	ROGERIO, R. J. BUENO ; VILLALOBOS, C. H. CORONADO ; Aguirre, A. R.	A2	
artigoEmPeriodico	Alexis Roa Aguirre	2018	1029-8479	http://dx.doi.org/10.1007/jhep01(2018)018	Defects in the supersymmetric mKdV hierarchy via Bäcklund transformations	JOURNAL OF HIGH ENERGY PHYSICS	AGUIRRE, A.R.; RETORE, A.L. ; GOMES, J.F. ; SPANO, N.I. ; Zimerman, A.H.	A1	
artigoEmPeriodico	Alexis Roa Aguirre	2018	1029-8479	http://dx.doi.org/10.1007/JHEP12(2018)082	A supersymmetric exotic field theory in (1+1) dimensions: one loop soliton quantum mass corrections	JOURNAL OF HIGH ENERGY PHYSICS	Aguirre, A. R.; FLORES-HIDALGO, G.	A1	
artigoEmPeriodico	Alexis Roa Aguirre	2016	1742-6596	http://dx.doi.org/10.1088/1742-6596/670/1/012049	Fusing defect for the N = 2 super sinh-Gordon model. JOURNAL OF PHYSICS	JOURNAL OF PHYSICS. CONFERENCE SERIES (ONLINE)	SPANO, N I ; AGUIRRE, A R ; GOMES, J F ; ZIMERMAN, A H	Qualis nao identificado	JOURNAL OF PHYSICS. CONFERENCE SERIES (ONLINE)
artigoEmPeriodico	Alexis Roa Aguirre	2015	1029-8479	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1007/jhep02(2015)175&md5=f71cb7da5fb2d2141350e48dfd6831c6	N=1 super sinh-Gordon model with defects revisited	JOURNAL OF HIGH ENERGY PHYSICS	Aguirre, A. R.; GOMES, J. F. ; SPANO, N. I. ; Zimerman, A. H.	A1	
artigoEmPeriodico	Alexis Roa Aguirre	2015	1029-8479	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1007/jhep06(2015)125&md5=e8399320c70c3c39587b644f3d6bc329	Type-II super-Bäcklund transformation and integrable defects for the N = 1 super sinh-Gordon model	JOURNAL OF HIGH ENERGY PHYSICS	Aguirre, A. R.; GOMES, J. F. ; SPANO, N. I. ; Zimerman, A. H.	A1	
artigoEmPeriodico	Alexis Roa Aguirre	2013	1126-6708	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1007/jhep04(2013)136&md5=6bb5bf47a44b7148afba3f2125fc9817	$ mathcal{N}=1 $ super sinh-Gordon model in the half line: breather solutions	The Journal of High Energy Physics (Online)	AGUIRRE, A. R.; GOMES, J. F. ; Ymai, L. H. ; Zimerman, A.H. ; ZIMERMAN, A. H.	A1	
artigoEmPeriodico	Alexis Roa Aguirre	2013	1742-6596	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1088/1742-6596/474/1/012001&md5=199f9360937e29f89f141252eabf737f	Type-II defects in the super-Liouville theory	JOURNAL OF PHYSICS. CONFERENCE SERIES (ONLINE)	AGUIRRE, A R	Qualis nao identificado	JOURNAL OF PHYSICS. CONFERENCE SERIES (ONLINE)
artigoEmPeriodico	Alexis Roa Aguirre	2012	1751-8113	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1088/1751-8113/45/20/205205&md5=39e9d6bf5bd22d9c50300afc2bb46383	Inverse scattering approach for massive Thirring models with integrable type-II defects	Journal of Physics. A, Mathematical and Theoretical (Print)	AGUIRRE, A. R	A2	
artigoEmPeriodico	Alexis Roa Aguirre	2011	1126-6708	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1007/jhep02(2011)017&md5=b51f3bfc526d374fc71d1530f9cbcc9f	Grassmannian and bosonic Thirring models with jump defects	The Journal of High Energy Physics (Online)	AGUIRRE, A. R.; GOMES, J. F. ; Ymai, L. H. ; Zimerman, A. H.	A1	
artigoEmPeriodico	Alexis Roa Aguirre	2011	1029-8479	http://www.scopus.com/scopus/inward/citedby.url?partnerID=bb5nvXTn&rel=R6.0.0&doi=10.1007/jhep12(2011)056&md5=4dda58d6748b252251cb0a84e0070a2d	Type-II Bäcklund transformations via gauge transformations	The Journal of High Energy Physics (Online)	Aguirre, A. R.; Araujo, T. R. ; GOMES, J. F. ; Zimerman, A. H.	A1	
artigoEmPeriodico	Alexis Roa Aguirre	2009	1824-8039		Thirring Model with Jump Defect	POS PROCEEDINGS OF SCIENCE	AGUIRRE, A. R.; GOMES, J.F. ; Ymai, L.H. ; ZIMERMAN, A. H.	Qualis nao identificado	POS PROCEEDINGS OF SCIENCE
trabalhoCompletoEmCongresso	Alexis Roa Aguirre	2016	http://dx.doi.org/10.1007/978-3-319-69164-0_48	An alternative construction for the Type-II defect matrix for the sshG	31st International Colloquium in Group Theoretical Methods in Physics	Aguirre, A. R.; GOMES, J.F. ; RETORE, A.L. ; SPANO, N.I. ; Zimerman, A. H.		
trabalhoCompletoEmCongresso	Alexis Roa Aguirre	2017		Recursion Operator and Bäcklund Transformation for Super mKdV Hierarchy	X International Symposium Quantum Theory and Symmetries and XII International Worshop Lie Theory and Its Applications in Physics	SPANO, N. I. ; GOMES, J. F. ; RETORE, A.L. ; AGUIRRE, A. R. ; ZIMERMAN, A. H.		
trabalhoCompletoEmCongresso	Alexis Roa Aguirre	2016		The sinh-Gordon defect matrix generalized for n defects	31st International Colloquium in Group Theoretical Methods in Physics	SPANO, N.I. ; RETORE, A.L. ; GOMES, J. F. ; Aguirre, A. R. ; Zimerman, A. H.		
trabalhoCompletoEmCongresso	Alexis Roa Aguirre	2009		Thirring Model with Jump Defect	5th International School on Field Theory and Gravitation	Aguirre, A. R.; ZIMERMAN, A. H. ; GOMES, J F ; Ymai, L. H.		
artigoEmPeriodico	Danilo Roque Huanca	2023	1996-1944	http://dx.doi.org/10.3390/ma16124480	Comparative Study of Corrosion Behaviors of WC-NiMo and WC-Co Cemented Carbides	Materials	BALBINO, NÁDIA ALVES NERY ; CORRÊA, EDMILSON OTONI ; Huanca, Danilo Roque ; DE FREITAS MATOS, FLÁVIO AMAURY ; DE CARVALHO VALERIANO, LIVIO	A3	
artigoEmPeriodico	Danilo Roque Huanca	2023	0254-0584	http://dx.doi.org/10.1016/j.matchemphys.2023.128070	Thickness and porosity characterization in porous silicon photonic crystals: The etch-stop effect	MATERIALS CHEMISTRY AND PHYSICS	VILLANUEVA, JACKELYNE L.M. ; HUANCA, DANILO R. ; OLIVEIRA, ADHIMAR F.	A2	
